longitude,latitude,avg_days_per_year
108.017,61.267,1.3000593228073378
-43.969,-19.634,9.80044720270147
10.483,33.35,103.10470475495117
-73.309,-3.785,103.4047184448298
99.253,16.896,203.64262571871865
-75.702,35.917,10.733823126768277
-5.656,42.589,6.4336269051747745
-115.783,54.15,0.43335310760244594
19.85,45.333,16.2674089623072
-78.836,48.206,0.7667016519120198
117.75,-23.167,170.40777585105414
-58.317,-26.85,62.96954002007849
-91.745,47.049,0.8333713607739345
48.9,63.45,0.266678835447659
56.917,65.967,0.03333485443095738
-52.85,68.7,0.0
-71.417,41.583,5.500250981107968
9.988,53.63,1.133385050652551
-73.88,40.779,15.734051291411884
15.333,48.333,0.0
38.091,38.435,74.20338596331113
114.208,30.784,55.535867481975
130.947,33.836,8.26704389887743
-0.297,50.836,0.06666970886191476
151.283,-23.533,0.10000456329287215
128.659,35.894,25.534498494113354
108.667,26.967,21.067628000365065
143.2,59.367,0.0
25.867,63.083,0.03333485443095738
73.283,59.583,0.4000182531714886
16.069,45.743,11.733868759696998
10.861,48.186,2.7334580633385053
100.217,23.95,0.6333622341881903
-122.567,47.267,1.8334169937026559
116.15,-34.25,13.633955462261568
-64.15,63.33,0.0
-112.068,43.52,20.96762343707219
103.133,19.467,2.3334398101670164
-72.85,45.05,0.533357670895318
69.733,40.217,58.66934379848499
146.317,-41.383,0.10000456329287215
-4.733,32.683,42.601943962763535
-121.595,38.701,83.90382860271973
105.85,51.717,0.0
-123.817,45.417,0.8333713607739345
29.617,-16.833,6.266952633019987
-56.117,-15.653,220.3433877886283
145.267,-36.433,19.800903531988684
-7.966,37.014,8.900406133065621
15.717,61.367,0.0
-79.059,34.608,31.30142831066898
5.333,60.383,0.03333485443095738
-1.617,48.833,0.03333485443095738
47.067,38.433,8.800401569772749
94.467,29.567,0.0
122.533,52.967,3.000136898786164
72.95,40.917,54.86917039335585
-80.8,28.517,37.10169298165557
88.447,22.655,170.34110614219222
116.65,27.583,64.26959934288583
-61.7,49.083,0.0
-149.965,61.179,0.0
136.75,-11.017,90.93748288765174
138.633,-34.793,38.86844026649631
-15.867,23.7,1.9000867025645707
-78.05,38.25,12.46723555717806
-83.75,42.967,6.50029661403669
37.583,57.35,0.0
-15.948,18.098,147.9734188190198
40.567,49.933,16.16740439901433
13.275,49.675,2.7667929177694623
-92.187,46.844,1.1000501962215936
51.867,49.05,42.0019165830063
31.317,58.017,0.6333622341881903
68.417,25.383,218.67664506708041
79.047,21.092,172.97455964223784
18.867,48.167,11.70053390526604
23.633,45.433,0.0
6.109,46.238,6.23361777858903
78.308,55.333,0.9333759240668067
-82.53,36.988,0.700031943050105
45.033,12.833,101.33795747011044
13.85,46.733,0.1666742721547869
85.75,46.817,0.9000410696358493
112.367,45.733,6.533631468467647
-99.85,32.433,108.03826321073286
-92.133,16.25,0.23334398101670167
-16.25,28.45,4.033517386145843
100.617,14.8,252.91154056767365
47.479,-18.797,0.533357670895318
13.567,47.25,0.0
79.767,11.767,185.9084831614493
129.483,63.517,0.2000091265857443
140.9,36.95,1.0333804873596788
18.2,47.867,12.46723555717806
179.217,-8.517,63.26955370995711
-131.6,53.033,0.0
-114.618,34.768,169.94108788902074
15.533,41.433,24.03443004472027
-100.927,29.378,135.40617869854887
17.567,49.317,3.966847677283928
46.583,54.817,3.2668157342338233
-112.066,33.69,142.17315414803323
11.033,46.867,0.0
25.617,-33.985,3.100141462079036
-69.669,18.43,37.10169298165557
127.55,39.933,7.133658848224879
-106.417,23.2,47.13548416537373
79.431,57.533,0.6666970886191476
138.25,37.1,19.367550424386238
3.404,46.17,10.30047001916583
-61.783,47.417,0.0
139.017,37.9,12.167221867299444
35.783,30.167,80.73701743177878
145.167,-38.35,9.80044720270147
0.15,53.617,0.0
-78.517,52.233,0.1666742721547869
108.752,34.447,45.90209455142831
122.232,-17.945,156.0404535913115
-75.227,39.873,21.23430227251985
126.25,40.167,6.766975449484348
2.422,44.891,3.2001460253719087
41.867,3.933,153.67367892671354
-44.733,-60.733,0.0
49.393,-18.11,2.966802044355207
-71.491,41.921,2.866797481062335
101.38,14.078,250.57810075750663
-88.167,14.333,0.0
6.14,31.673,162.50741535091723
101.517,25.017,0.2000091265857443
-4.852,41.706,13.433946335675824
-66.864,52.922,0.03333485443095738
55.934,53.583,8.26704389887743
13.7,60.683,0.0
6.777,33.511,142.1064844391713
72.868,19.089,159.27393447111436
9.933,44.433,0.0
127.75,26.267,13.033928082504335
16.95,63.683,0.0
119.967,15.333,52.20238203887926
6.387,43.385,34.80158802591951
-71.03,41.4,0.0
6.5,44.567,5.800264670986584
-104.508,36.742,16.367413525600075
69.233,38.25,0.06666970886191476
24.233,46.367,0.6666970886191476
98.889,1.556,67.36974080496486
-49.221,-16.632,72.63664780505613
50.175,-14.279,4.700214474764991
142.767,-38.067,15.134023911654651
-79.258,42.153,0.23334398101670167
178.559,-18.043,5.033563019074564
-67.466,-45.785,4.666879620334033
-124.887,49.711,0.6666970886191476
-162.067,58.65,0.06666970886191476
46.55,44.4,22.90104499406772
-90.467,49.033,0.30001368987861643
43.3,68.65,0.0
120.3,33.75,18.434174500319433
105.807,21.221,94.1709637674546
80.083,32.5,0.0
-99.333,40.45,29.13466277265675
74.817,47.45,9.233754677375194
-66.0,18.417,24.867801405494205
142.167,50.05,0.0
-99.754,16.757,42.0019165830063
120.7,42.333,8.733731860910833
-56.1,51.383,0.0
17.298,44.941,14.567331386328375
45.069,37.668,24.4011134434608
-2.08,48.588,0.8000365063429772
69.083,37.233,40.23516929816556
